Question,Answer
"One who seeks contributions, or another term for a lawyer",Solicitor
"Like this Italian, American astronomer Seth Nicholson discovered 4 moons of Jupiter",Galileo
The feast of Saint Nicholas falls on the 6th of this month,December
"Christopher Anderson gives readers ""Satisfaction"" with his recent biography of this Rolling Stone",Mick Jagger
"A feature of this New Mexico park is The Giant Dome, a 62-foot-tall stalagmite",Carlsbad Caverns
"This conqueror's half-brother Odo, bishop of Bayeux, probably commissioned the Bayeux Tapestry",William the Conqueror
"His tale of ""A Christmas Carol"" was published when he was 31",Charles Dickens
This PBS host determined that the high temperatures on Venus are caused by the greenhouse effect,Carl Sagan
In the Northern Hemisphere this month begins approximately 10 days after the winter solstice,January
"This former child star is the subject of a 1988 book subtitled ""Actress To Ambassador""",Shirley Temple Black
This national park lies within northern Arizona's Painted Desert,Petrified Forest
First name shared by the woman who married Sir Walter Raleigh & the woman who knighted him,Elizabeth
"At 37, this Ohioan was the oldest of the 7 astronauts chosen for the Mercury flights",John Glenn
Karl Schwarzschild has a type of this named after him; Schwarz is a clue,Black hole
A magazine issued every fortnight would usually have this many issues a year,26
"She was the subject of a 1979 biography subtitled ""Waxmaker Extraordinary""",Madame Tussaud
"To see Bridalveil Falls & Illilouette Falls, travel to this national park in California's Sierra Nevada",Yosemite
"In 1718 Alexis Petrovich was accused of plotting to kill this czar, his father",Peter the Great
"""A Streetcar Named Desire"" earned this actress her 2nd Oscar, at 38",Vivien Leigh
His observatory on the Scandinavian island of Ven lacked a telescope; it hadn't been invented yet,Tycho Brahe
These 2 consecutive months have a fly & bug named for them,May & June
"""Bugsy's Baby"" is the story of this gang moll recently portrayed by Annette Bening",Virginia Hill
"A gift from John D. Rockefeller, Jr. helped establish this park in North Carolina & Tennessee",Great Smoky Mountains
"When this dandy was born in 1778, his father was private secretary to Lord North",Beau Brummel
"When he gave his ""Cross Of Gold"" speech at the 1896 Democratic National Convention, he was 36",William Jennings Bryan
Members of this family found a division in Saturn's rings & ran the observatory in Paris,Cassini
"If you were to change today from this calendar to the Gregorian, you'd have to add 13 days",Julian
A 1791 book on the life of this Englishman is often considered the greatest biography ever written,Samuel Johnson
This national park occupies several small islands & part of Maine's coast,Acadia
"Justin II succeeded his uncle, Justinian I, as ruler of this empire in 565",Byzantine Empire
This Russian chemist was 35 when he published the first version of the Periodic Table,Dmitri Mendeleev
"At age 13 in 1926, he was accepted as a novice at the abbey of Kykkos; he later taught there",Archbishop Makarios
"En route to the Pacific from 1804 to 1806, this duo's expedition sang, played music & danced with the Indians they met",Lewis & Clark
"On the final show of its first network run, its mystery guest was its host, John Daly",What's My Line?
"From words meaning ""to"" & ""day"", it means to suspend a court session until another day",Adjourn
You'll find the Holy Terror Gold Mine (which the owner named for his wife) near Mount Rushmore in this state,South Dakota
"Tenderfoot is the first level of advancement in this youth organization's ""troops""",Boy Scouts
"(Hi, I'm Jeff Probst, host of ""Rock & Roll Jeopardy!"")  Bill Cullen hosted the daytime version of this show for 9 years; its second host has racked up 27",The Price Is Right
"A petition for certiorari asks that an appellate court, usually this high one, review a case's record",Supreme Court
On a weather map a line with little triangles is this type of front,Cold front
Its official state dog is the American Water Spaniel (there must not be an American Cheese Spaniel),Wisconsin
"He, not Horatio, was the horn blower of rhyme",Little Boy Blue
"Before becoming Christine on ""Night Court"", she dealt out cards on ""Card Sharks""",Markie Post
"Norman Dacey wrote a bestseller on ""How to Avoid"" this court examination of a will",Probate
This D.C. library houses the world's foremost collection of works by & about Shakespeare,Folger Library
"Madonna popularized the terms ""Material Girl"", ""Vogue"" & this phrase for a plaything","""Boytoy"""
"In 1611 this captain of the Discovery couldn't keep his mutinous crew at ""Bay""",Henry Hudson
"The regular & ""Plus"" versions of this game were hosted by Allen Ludden; the ""Super"" version, by Bert Convy",Password
"(Hi, I'm Catherine Bell of ""JAG"")  This synonym for ""brief"" refers to a court-martial with just 1 officer acting as judge & jury",Summary court-martial
This Virginia city is named for a house of worship built near the great falls of the Potomac River,Falls Church
"When Deniece Williams hit No. 1 with this song in 1984, she was ""Footloose"" & fancy free","""Let's Hear It for the Boy"""
Hungarian count Samuel Teleki named this African lake for the crown prince of Austria,Lake Rudolf
Jack Klugman was on the panel when this show debuted in 1973; his ex-wife Brett went on to become a regular,Match Game
"A room in Westminster Palace where the powerful were tried, it now refers to any secret court",Star Chamber
"At Carowinds theme park, the Thunder Road roller coaster careens through both of these adjoining states",North & South Carolina
This Terrence Rattigan play & David Mamet movie is about 14-year-old Ronnie's attempt to clear his name,The Winslow Boy
"Using the linseed type, 15th century Flemish painters pioneered this painting substance",Oil
"He won an Oscar for Best Actor for his final film, ""On Golden Pond""",Henry Fonda
"Richard Henry Dana wrote, ""We watched...with great interest, calling out"" this ""every time we saw the spout...""","""Thar she blows"""
"""The woman who thou gavest to be with me, she gave me of the tree and I did eat""",Adam
"Provide your dog with a role model by reading the book this pet ""dictated"" to Barbara Bush",Millie
Feeling of hostility Ranger Smith felt towards litterers,Anger (rANGER)
"Edith Head holds the record for most consecutive years of Oscar nominations with 19, all in this field",Costuming
"One of the 2 flat divisions of a tail of a whale, or a stroke of good luck",Fluke
"""Divide the living child in two and give half to the one and half to the other""",Solomon
Prepare your dog for the ending of this Fred Gipson classic about a dog who catches rabies,"""Old Yeller"""
Pleasure of achievement felt by top riders,Pride (toP RIDErs)
Both Marlon Brando & Robert De Niro won Oscars for playing this character,Don Vito Corleone
"The humpback's genus name Megaptera means having ""large"" ones of these, referring to its giant flippers",Wings
"""Take ye him and crucify him: for I find no fault in him""",Pontius Pilate
"Be warned: in ""Old Possum's Book of Practical Cats"", this poet picks on the Pekingese",T.S. Eliot
Many indulged in this sin following the cereal glut Tony the Tiger caused,Gluttony (GLUT TONY)
"He won as producer for ""One Flew Over the Cuckoo's Nest"" & as Best Actor for ""Wall Street"" 12 years later",Michael Douglas
Whales of the suborder Odontoceti have these; others don't,Teeth
"""I am Esau thy firstborn""",Jacob
"Your dog's reaction to this 1962 book may be ""Less Steinbeck, more poodle""","""Travels With Charley"""
A cluster of sunbathers may induce it,Lust (cLUSTer)
"This director of ""Prizzi's Honor"" was 79 when he was nominated for Best Director, the oldest ever",John Huston
"Whale food, it's from the Norwegian for ""small fry""",Krill
"""Take me up and cast me forth into the sea""",Jonah
"After this man's ""All Creatures Great and Small"", your dog may look forward to seeing the vet",James Herriot
The sin of Abner the Jeweler when he hoards all his filigree designs,Greed (filiGREE Designs)
"Pope Clement VIII said of this beverage around 1600, ""We shall cheat Satan"" by baptizing it as a Christian beverage",Coffee
"The ""History's Mysteries"" program did a show on this June 1944 event, ""The Best Kept Secret""",the invasion of Normandy
"In 1998 he was named MVP of the NBA, MVP of the All-Star Game & MVP of the NBA finals",Michael Jordan
"Chimps & gorillas are classified as ""great"" ones",apes
The apartment house she lived in while writing the novel is adjacent to the museum,Margaret Mitchell
"This author said that he would have offered the savage a third alternative if he were to rewrite ""Brave New World""",Aldous Huxley
"It's a return to former popularity; John Travolta made one in ""Pulp Fiction""",a comeback
"It's the New Deal organization that's the subject of the program seen here:  ""The plan--tame the river with dozens of dams & 200,000 workers""",the TVA (Tennessee Valley Authority)
"She dominated women's figure skating in 1992 by winning the U.S., World & Olympic championships",Kristi Yamaguchi
"This seabird may be ""stormy""",a petrel
"One of the museum's most treasured movie artifacts is the front doorway of this plantation, Scarlett's home",Tara
"A translator's introduction to this novel says that Dostoyevsky was, ""Like Raskolnikov, up to the neck in debt""",Crime and Punishment
"Oddly, this group's album ""Millennium"" was released in 1999",Backstreet Boys
"Part history, part fashion, ""Battle of the Clans"" tells of these patterns banned in the 18th century",Tartans
"In the 1990s this Seattle Mariner led the AL in home runs 4 times, more than any other player in the decade","Ken Griffey, Jr."
"Ulmus rubra is this ""slippery"" tree",the elm
The museum is part of a 2-block historic district on this Atlanta street,Peachtree Street
"He said that freelance photography helped pay the bills while he wrote ""Invisible Man""",Ralph Ellison
Eric Stoltz was originally cast as Marty McFly in this 1985 comedy,Back to the Future
"This designer's Y-line dress, seen here, highlighted a show on the year 1955",Christian Dior
"The Pittsburgh Penguins' No. 1 draft pick in 1984, he played his last NHL game on April 26, 1997",Mario Lemieux
